file,projectId,type,desc,path
ModelSet0511.cmodel,proj_50266737,actorAbility,执行机构能力,actorAbility
ModelSet0511.cmodel,proj_50266737,actor,执行机构,actorAbility/actor
磁吸车组态建模.cmodel,proj_38c117d0,locationAbility,定位能力,locationAbility
磁吸车组态建模.cmodel,proj_38c117d0,navi,导航,locationAbility/navi
磁吸车组态建模.cmodel,proj_38c117d0,HCI,人机交互,HCI
磁吸车组态建模.cmodel,proj_38c117d0,led,灯光,HCI/led
磁吸车组态建模.cmodel,proj_38c117d0,button,按钮,HCI/button
磁吸车组态建模.cmodel,proj_38c117d0,safetyAbility,安全能力,safetyAbility
磁吸车组态建模.cmodel,proj_38c117d0,safetyIO,安全IO,safetyAbility/safetyIO
磁吸车组态建模.cmodel,proj_38c117d0,safetySensor,避障传感器,safetyAbility/safetySensor
磁吸车组态建模.cmodel,proj_38c117d0,safetyRound,避障范围,safetyAbility/safetyRound
磁吸车组态建模.cmodel,proj_38c117d0,distMeasureAbility,透传测距,distMeasureAbility
磁吸车组态建模.cmodel,proj_38c117d0,distSensor,测距,distMeasureAbility/distSensor
磁吸车组态建模.cmodel,proj_38c117d0,actorAbility,执行机构能力,actorAbility
磁吸车组态建模.cmodel,proj_38c117d0,actor,执行机构,actorAbility/actor
5.12_src.cmodel,proj_30fc75fe,locationAbility,定位能力,locationAbility
5.12_src.cmodel,proj_30fc75fe,navi,导航,locationAbility/navi
5.12_src.cmodel,proj_30fc75fe,sensoryRecoAbi,感知识别,sensoryRecoAbi
5.12_src.cmodel,proj_30fc75fe,codeRec,码识别,sensoryRecoAbi/codeRec
5.12_src.cmodel,proj_30fc75fe,ranging,测距,sensoryRecoAbi/ranging
5.12_src.cmodel,proj_30fc75fe,detectAbi,检测能力,sensoryRecoAbi/detectAbi
5.12_src.cmodel,proj_30fc75fe,HCI,人机交互,HCI
5.12_src.cmodel,proj_30fc75fe,led,灯光,HCI/led
5.12_src.cmodel,proj_30fc75fe,button,按钮,HCI/button
5.12_src.cmodel,proj_30fc75fe,safetyAbility,安全能力,safetyAbility
5.12_src.cmodel,proj_30fc75fe,safetyIO,安全IO,safetyAbility/safetyIO
5.12_src.cmodel,proj_30fc75fe,safetySensor,避障传感器,safetyAbility/safetySensor
5.12_src.cmodel,proj_30fc75fe,safetyRound,避障范围,safetyAbility/safetyRound
5.12_src.cmodel,proj_30fc75fe,actorAbility,执行机构能力,actorAbility
5.12_src.cmodel,proj_30fc75fe,actor,执行机构,actorAbility/actor
ModelSet-lift-ok.cmodel,proj_b9f7d1d0,locationAbility,定位能力,locationAbility
ModelSet-lift-ok.cmodel,proj_b9f7d1d0,navi,导航,locationAbility/navi
ModelSet-lift-ok.cmodel,proj_b9f7d1d0,HCI,人机交互,HCI
ModelSet-lift-ok.cmodel,proj_b9f7d1d0,led,灯光,HCI/led
ModelSet-lift-ok.cmodel,proj_b9f7d1d0,button,按钮,HCI/button
ModelSet-lift-ok.cmodel,proj_b9f7d1d0,safetyAbility,安全能力,safetyAbility
ModelSet-lift-ok.cmodel,proj_b9f7d1d0,safetyIO,安全IO,safetyAbility/safetyIO
ModelSet-lift-ok.cmodel,proj_b9f7d1d0,safetySensor,避障传感器,safetyAbility/safetySensor
ModelSet-lift-ok.cmodel,proj_b9f7d1d0,safetyRound,避障范围,safetyAbility/safetyRound
ModelSet-lift-ok.cmodel,proj_b9f7d1d0,distMeasureAbility,透传测距,distMeasureAbility
ModelSet-lift-ok.cmodel,proj_b9f7d1d0,distSensor,测距,distMeasureAbility/distSensor
ModelSet-lift-ok.cmodel,proj_b9f7d1d0,actorAbility,执行机构能力,actorAbility
ModelSet-lift-ok.cmodel,proj_b9f7d1d0,actor,执行机构,actorAbility/actor
校验模型.cmodel,proj_9bbc7fb3,locationAbility,定位能力,locationAbility
校验模型.cmodel,proj_9bbc7fb3,navi,导航,locationAbility/navi
校验模型.cmodel,proj_9bbc7fb3,HCI,人机交互,HCI
校验模型.cmodel,proj_9bbc7fb3,led,灯光,HCI/led
校验模型.cmodel,proj_9bbc7fb3,button,按钮,HCI/button
校验模型.cmodel,proj_9bbc7fb3,safetyAbility,安全能力,safetyAbility
校验模型.cmodel,proj_9bbc7fb3,safetyIO,安全IO,safetyAbility/safetyIO
校验模型.cmodel,proj_9bbc7fb3,safetySensor,避障传感器,safetyAbility/safetySensor
校验模型.cmodel,proj_9bbc7fb3,safetyRound,避障范围,safetyAbility/safetyRound
校验模型.cmodel,proj_9bbc7fb3,distMeasureAbility,透传测距,distMeasureAbility
校验模型.cmodel,proj_9bbc7fb3,distSensor,测距,distMeasureAbility/distSensor
校验模型.cmodel,proj_9bbc7fb3,actorAbility,执行机构能力,actorAbility
校验模型.cmodel,proj_9bbc7fb3,actor,执行机构,actorAbility/actor
ModelSet---ok.cmodel,proj_6ef49fdc,locationAbility,定位能力,locationAbility
ModelSet---ok.cmodel,proj_6ef49fdc,navi,导航,locationAbility/navi
ModelSet---ok.cmodel,proj_6ef49fdc,HCI,人机交互,HCI
ModelSet---ok.cmodel,proj_6ef49fdc,led,灯光,HCI/led
ModelSet---ok.cmodel,proj_6ef49fdc,button,按钮,HCI/button
ModelSet---ok.cmodel,proj_6ef49fdc,safetyAbility,安全能力,safetyAbility
ModelSet---ok.cmodel,proj_6ef49fdc,safetyIO,安全IO,safetyAbility/safetyIO
ModelSet---ok.cmodel,proj_6ef49fdc,safetySensor,避障传感器,safetyAbility/safetySensor
ModelSet---ok.cmodel,proj_6ef49fdc,safetyRound,避障范围,safetyAbility/safetyRound
ModelSet---ok.cmodel,proj_6ef49fdc,distMeasureAbility,透传测距,distMeasureAbility
ModelSet---ok.cmodel,proj_6ef49fdc,distSensor,测距,distMeasureAbility/distSensor
ModelSet---ok.cmodel,proj_6ef49fdc,actorAbility,执行机构能力,actorAbility
ModelSet---ok.cmodel,proj_6ef49fdc,actor,执行机构,actorAbility/actor
5_11_ModelSet.cmodel,proj_c4a3c4a7,locationAbility,定位能力,locationAbility
5_11_ModelSet.cmodel,proj_c4a3c4a7,navi,导航,locationAbility/navi
5_11_ModelSet.cmodel,proj_c4a3c4a7,HCI,人机交互,HCI
5_11_ModelSet.cmodel,proj_c4a3c4a7,led,灯光,HCI/led
5_11_ModelSet.cmodel,proj_c4a3c4a7,button,按钮,HCI/button
5_11_ModelSet.cmodel,proj_c4a3c4a7,safetyAbility,安全能力,safetyAbility
5_11_ModelSet.cmodel,proj_c4a3c4a7,safetyIO,安全IO,safetyAbility/safetyIO
5_11_ModelSet.cmodel,proj_c4a3c4a7,safetySensor,避障传感器,safetyAbility/safetySensor
5_11_ModelSet.cmodel,proj_c4a3c4a7,safetyRound,避障范围,safetyAbility/safetyRound
5_11_ModelSet.cmodel,proj_c4a3c4a7,distMeasureAbility,透传测距,distMeasureAbility
5_11_ModelSet.cmodel,proj_c4a3c4a7,distSensor,测距,distMeasureAbility/distSensor
5_11_ModelSet.cmodel,proj_c4a3c4a7,actorAbility,执行机构能力,actorAbility
5_11_ModelSet.cmodel,proj_c4a3c4a7,actor,执行机构,actorAbility/actor
ModelSet1.cmodel,proj_50384670,locationAbility,定位能力,locationAbility
ModelSet1.cmodel,proj_50384670,navi,导航,locationAbility/navi
ModelSet1.cmodel,proj_50384670,HCI,人机交互,HCI
ModelSet1.cmodel,proj_50384670,led,灯光,HCI/led
ModelSet1.cmodel,proj_50384670,button,按钮,HCI/button
ModelSet1.cmodel,proj_50384670,safetyAbility,安全能力,safetyAbility
ModelSet1.cmodel,proj_50384670,safetyIO,安全IO,safetyAbility/safetyIO
ModelSet1.cmodel,proj_50384670,safetySensor,避障传感器,safetyAbility/safetySensor
ModelSet1.cmodel,proj_50384670,safetyRound,避障范围,safetyAbility/safetyRound
ModelSet1.cmodel,proj_50384670,distMeasureAbility,透传测距,distMeasureAbility
ModelSet1.cmodel,proj_50384670,distSensor,测距,distMeasureAbility/distSensor
ModelSet1.cmodel,proj_50384670,actorAbility,执行机构能力,actorAbility
ModelSet1.cmodel,proj_50384670,actor,执行机构,actorAbility/actor
ModelSet3.cmodel,proj_8d7c0a2a,locationAbility,定位能力,locationAbility
ModelSet3.cmodel,proj_8d7c0a2a,navi,导航,locationAbility/navi
ModelSet3.cmodel,proj_8d7c0a2a,sensoryRecoAbi,感知识别,sensoryRecoAbi
ModelSet3.cmodel,proj_8d7c0a2a,codeRec,码识别,sensoryRecoAbi/codeRec
ModelSet3.cmodel,proj_8d7c0a2a,ranging,测距,sensoryRecoAbi/ranging
ModelSet3.cmodel,proj_8d7c0a2a,detectAbi,检测能力,sensoryRecoAbi/detectAbi
ModelSet3.cmodel,proj_8d7c0a2a,HCI,人机交互,HCI
ModelSet3.cmodel,proj_8d7c0a2a,led,灯光,HCI/led
ModelSet3.cmodel,proj_8d7c0a2a,button,按钮,HCI/button
ModelSet3.cmodel,proj_8d7c0a2a,safetyAbility,安全能力,safetyAbility
ModelSet3.cmodel,proj_8d7c0a2a,safetyIO,安全IO,safetyAbility/safetyIO
ModelSet3.cmodel,proj_8d7c0a2a,safetySensor,避障传感器,safetyAbility/safetySensor
ModelSet3.cmodel,proj_8d7c0a2a,safetyRound,避障范围,safetyAbility/safetyRound
ModelSet3.cmodel,proj_8d7c0a2a,distMeasureAbility,透传测距,distMeasureAbility
ModelSet3.cmodel,proj_8d7c0a2a,distSensor,测距,distMeasureAbility/distSensor
ModelSet3.cmodel,proj_8d7c0a2a,actorAbility,执行机构能力,actorAbility
ModelSet3.cmodel,proj_8d7c0a2a,actor,执行机构,actorAbility/actor
7米四舵轮_260418.cmodel,proj_35a0b82a,locationAbility,定位能力,locationAbility
7米四舵轮_260418.cmodel,proj_35a0b82a,navi,导航,locationAbility/navi
7米四舵轮_260418.cmodel,proj_35a0b82a,HCI,人机交互,HCI
7米四舵轮_260418.cmodel,proj_35a0b82a,led,灯光,HCI/led
7米四舵轮_260418.cmodel,proj_35a0b82a,button,按钮,HCI/button
7米四舵轮_260418.cmodel,proj_35a0b82a,safetyAbility,安全能力,safetyAbility
7米四舵轮_260418.cmodel,proj_35a0b82a,safetyIO,安全IO,safetyAbility/safetyIO
7米四舵轮_260418.cmodel,proj_35a0b82a,safetySensor,避障传感器,safetyAbility/safetySensor
7米四舵轮_260418.cmodel,proj_35a0b82a,safetyRound,避障范围,safetyAbility/safetyRound
7米四舵轮_260418.cmodel,proj_35a0b82a,distMeasureAbility,透传测距,distMeasureAbility
7米四舵轮_260418.cmodel,proj_35a0b82a,distSensor,测距,distMeasureAbility/distSensor
7米四舵轮_260418.cmodel,proj_35a0b82a,actorAbility,执行机构能力,actorAbility
7米四舵轮_260418.cmodel,proj_35a0b82a,actor,执行机构,actorAbility/actor
AoBo1.cmodel,proj_f6585928,locationAbility,定位能力,locationAbility
AoBo1.cmodel,proj_f6585928,navi,导航,locationAbility/navi
AoBo1.cmodel,proj_f6585928,HCI,人机交互,HCI
AoBo1.cmodel,proj_f6585928,led,灯光,HCI/led
AoBo1.cmodel,proj_f6585928,button,按钮,HCI/button
AoBo1.cmodel,proj_f6585928,safetyAbility,安全能力,safetyAbility
AoBo1.cmodel,proj_f6585928,safetyIO,安全IO,safetyAbility/safetyIO
AoBo1.cmodel,proj_f6585928,safetySensor,避障传感器,safetyAbility/safetySensor
AoBo1.cmodel,proj_f6585928,safetyRound,避障范围,safetyAbility/safetyRound
AoBo1.cmodel,proj_f6585928,distMeasureAbility,透传测距,distMeasureAbility
AoBo1.cmodel,proj_f6585928,distSensor,测距,distMeasureAbility/distSensor
AoBo1.cmodel,proj_f6585928,actorAbility,执行机构能力,actorAbility
AoBo1.cmodel,proj_f6585928,actor,执行机构,actorAbility/actor
AoBo3.cmodel,proj_f446a19c,locationAbility,定位能力,locationAbility
AoBo3.cmodel,proj_f446a19c,navi,导航,locationAbility/navi
AoBo3.cmodel,proj_f446a19c,HCI,人机交互,HCI
AoBo3.cmodel,proj_f446a19c,led,灯光,HCI/led
AoBo3.cmodel,proj_f446a19c,button,按钮,HCI/button
AoBo3.cmodel,proj_f446a19c,safetyAbility,安全能力,safetyAbility
AoBo3.cmodel,proj_f446a19c,safetyIO,安全IO,safetyAbility/safetyIO
AoBo3.cmodel,proj_f446a19c,safetySensor,避障传感器,safetyAbility/safetySensor
AoBo3.cmodel,proj_f446a19c,safetyRound,避障范围,safetyAbility/safetyRound
AoBo3.cmodel,proj_f446a19c,distMeasureAbility,透传测距,distMeasureAbility
AoBo3.cmodel,proj_f446a19c,distSensor,测距,distMeasureAbility/distSensor
AoBo3.cmodel,proj_f446a19c,actorAbility,执行机构能力,actorAbility
AoBo3.cmodel,proj_f446a19c,actor,执行机构,actorAbility/actor
BackupTemp.cmodel,proj_bdc08b3d,locationAbility,定位能力,locationAbility
BackupTemp.cmodel,proj_bdc08b3d,navi,导航,locationAbility/navi
BackupTemp.cmodel,proj_bdc08b3d,HCI,人机交互,HCI
BackupTemp.cmodel,proj_bdc08b3d,led,灯光,HCI/led
BackupTemp.cmodel,proj_bdc08b3d,button,按钮,HCI/button
BackupTemp.cmodel,proj_bdc08b3d,safetyAbility,安全能力,safetyAbility
BackupTemp.cmodel,proj_bdc08b3d,safetyIO,安全IO,safetyAbility/safetyIO
BackupTemp.cmodel,proj_bdc08b3d,safetySensor,避障传感器,safetyAbility/safetySensor
BackupTemp.cmodel,proj_bdc08b3d,safetyRound,避障范围,safetyAbility/safetyRound
BackupTemp.cmodel,proj_bdc08b3d,distMeasureAbility,透传测距,distMeasureAbility
BackupTemp.cmodel,proj_bdc08b3d,distSensor,测距,distMeasureAbility/distSensor
BackupTemp.cmodel,proj_bdc08b3d,actorAbility,执行机构能力,actorAbility
BackupTemp.cmodel,proj_bdc08b3d,actor,执行机构,actorAbility/actor
zshy_AMR20260430.cmodel,proj_50f298eb,locationAbility,定位能力,locationAbility
zshy_AMR20260430.cmodel,proj_50f298eb,navi,导航,locationAbility/navi
zshy_AMR20260430.cmodel,proj_50f298eb,HCI,人机交互,HCI
zshy_AMR20260430.cmodel,proj_50f298eb,led,灯光,HCI/led
zshy_AMR20260430.cmodel,proj_50f298eb,button,按钮,HCI/button
zshy_AMR20260430.cmodel,proj_50f298eb,safetyAbility,安全能力,safetyAbility
zshy_AMR20260430.cmodel,proj_50f298eb,safetyIO,安全IO,safetyAbility/safetyIO
zshy_AMR20260430.cmodel,proj_50f298eb,safetySensor,避障传感器,safetyAbility/safetySensor
zshy_AMR20260430.cmodel,proj_50f298eb,safetyRound,避障范围,safetyAbility/safetyRound
zshy_AMR20260430.cmodel,proj_50f298eb,distMeasureAbility,透传测距,distMeasureAbility
zshy_AMR20260430.cmodel,proj_50f298eb,distSensor,测距,distMeasureAbility/distSensor
zshy_AMR20260430.cmodel,proj_50f298eb,actorAbility,执行机构能力,actorAbility
zshy_AMR20260430.cmodel,proj_50f298eb,actor,执行机构,actorAbility/actor
新ModelSet.cmodel,proj_9d5f243d,locationAbility,定位能力,locationAbility
新ModelSet.cmodel,proj_9d5f243d,navi,导航,locationAbility/navi
新ModelSet.cmodel,proj_9d5f243d,HCI,人机交互,HCI
新ModelSet.cmodel,proj_9d5f243d,led,灯光,HCI/led
新ModelSet.cmodel,proj_9d5f243d,button,按钮,HCI/button
新ModelSet.cmodel,proj_9d5f243d,safetyAbility,安全能力,safetyAbility
新ModelSet.cmodel,proj_9d5f243d,safetyIO,安全IO,safetyAbility/safetyIO
新ModelSet.cmodel,proj_9d5f243d,safetySensor,避障传感器,safetyAbility/safetySensor
新ModelSet.cmodel,proj_9d5f243d,safetyRound,避障范围,safetyAbility/safetyRound
新ModelSet.cmodel,proj_9d5f243d,distMeasureAbility,透传测距,distMeasureAbility
新ModelSet.cmodel,proj_9d5f243d,distSensor,测距,distMeasureAbility/distSensor
新ModelSet.cmodel,proj_9d5f243d,actorAbility,执行机构能力,actorAbility
新ModelSet.cmodel,proj_9d5f243d,actor,执行机构,actorAbility/actor
ModelSet.cmodel,proj_f97f954c,locationAbility,定位能力,locationAbility
ModelSet.cmodel,proj_f97f954c,navi,导航,locationAbility/navi
ModelSet.cmodel,proj_f97f954c,HCI,人机交互,HCI
ModelSet.cmodel,proj_f97f954c,led,灯光,HCI/led
ModelSet.cmodel,proj_f97f954c,button,按钮,HCI/button
ModelSet.cmodel,proj_f97f954c,safetyAbility,安全能力,safetyAbility
ModelSet.cmodel,proj_f97f954c,safetyIO,安全IO,safetyAbility/safetyIO
ModelSet.cmodel,proj_f97f954c,safetySensor,避障传感器,safetyAbility/safetySensor
ModelSet.cmodel,proj_f97f954c,safetyRound,避障范围,safetyAbility/safetyRound
ModelSet.cmodel,proj_f97f954c,distMeasureAbility,透传测距,distMeasureAbility
ModelSet.cmodel,proj_f97f954c,distSensor,测距,distMeasureAbility/distSensor
ModelSet.cmodel,proj_f97f954c,actorAbility,执行机构能力,actorAbility
ModelSet.cmodel,proj_f97f954c,actor,执行机构,actorAbility/actor
ModelSet39.cmodel,proj_2edbbaf6,locationAbility,定位能力,locationAbility
ModelSet39.cmodel,proj_2edbbaf6,navi,导航,locationAbility/navi
ModelSet39.cmodel,proj_2edbbaf6,HCI,人机交互,HCI
ModelSet39.cmodel,proj_2edbbaf6,led,灯光,HCI/led
ModelSet39.cmodel,proj_2edbbaf6,button,按钮,HCI/button
ModelSet39.cmodel,proj_2edbbaf6,safetyAbility,安全能力,safetyAbility
ModelSet39.cmodel,proj_2edbbaf6,safetyIO,安全IO,safetyAbility/safetyIO
ModelSet39.cmodel,proj_2edbbaf6,safetySensor,避障传感器,safetyAbility/safetySensor
ModelSet39.cmodel,proj_2edbbaf6,safetyRound,避障范围,safetyAbility/safetyRound
ModelSet39.cmodel,proj_2edbbaf6,distMeasureAbility,透传测距,distMeasureAbility
ModelSet39.cmodel,proj_2edbbaf6,distSensor,测距,distMeasureAbility/distSensor
ModelSet39.cmodel,proj_2edbbaf6,actorAbility,执行机构能力,actorAbility
ModelSet39.cmodel,proj_2edbbaf6,actor,执行机构,actorAbility/actor
0311新ModelSet.cmodel,proj_2860f72d,locationAbility,定位能力,locationAbility
0311新ModelSet.cmodel,proj_2860f72d,navi,导航,locationAbility/navi
0311新ModelSet.cmodel,proj_2860f72d,sensoryRecoAbi,感知识别,sensoryRecoAbi
0311新ModelSet.cmodel,proj_2860f72d,codeRec,码识别,sensoryRecoAbi/codeRec
0311新ModelSet.cmodel,proj_2860f72d,ranging,测距,sensoryRecoAbi/ranging
0311新ModelSet.cmodel,proj_2860f72d,detectAbi,检测能力,sensoryRecoAbi/detectAbi
0311新ModelSet.cmodel,proj_2860f72d,HCI,人机交互,HCI
0311新ModelSet.cmodel,proj_2860f72d,led,灯光,HCI/led
0311新ModelSet.cmodel,proj_2860f72d,button,按钮,HCI/button
0311新ModelSet.cmodel,proj_2860f72d,safetyAbility,安全能力,safetyAbility
0311新ModelSet.cmodel,proj_2860f72d,safetyIO,安全IO,safetyAbility/safetyIO
0311新ModelSet.cmodel,proj_2860f72d,safetySensor,避障传感器,safetyAbility/safetySensor
0311新ModelSet.cmodel,proj_2860f72d,safetyRound,避障范围,safetyAbility/safetyRound
0311新ModelSet.cmodel,proj_2860f72d,distMeasureAbility,透传测距,distMeasureAbility
0311新ModelSet.cmodel,proj_2860f72d,distSensor,测距,distMeasureAbility/distSensor
0311新ModelSet.cmodel,proj_2860f72d,actorAbility,执行机构能力,actorAbility
0311新ModelSet.cmodel,proj_2860f72d,actor,执行机构,actorAbility/actor
ModelSet(4).cmodel,proj_81cb2239,locationAbility,定位能力,locationAbility
ModelSet(4).cmodel,proj_81cb2239,navi,导航,locationAbility/navi
ModelSet(4).cmodel,proj_81cb2239,HCI,人机交互,HCI
ModelSet(4).cmodel,proj_81cb2239,led,灯光,HCI/led
ModelSet(4).cmodel,proj_81cb2239,button,按钮,HCI/button
ModelSet(4).cmodel,proj_81cb2239,safetyAbility,安全能力,safetyAbility
ModelSet(4).cmodel,proj_81cb2239,safetyIO,安全IO,safetyAbility/safetyIO
ModelSet(4).cmodel,proj_81cb2239,safetySensor,避障传感器,safetyAbility/safetySensor
ModelSet(4).cmodel,proj_81cb2239,safetyRound,避障范围,safetyAbility/safetyRound
ModelSet(4).cmodel,proj_81cb2239,distMeasureAbility,透传测距,distMeasureAbility
ModelSet(4).cmodel,proj_81cb2239,distSensor,测距,distMeasureAbility/distSensor
ModelSet(4).cmodel,proj_81cb2239,actorAbility,执行机构能力,actorAbility
ModelSet(4).cmodel,proj_81cb2239,actor,执行机构,actorAbility/actor
20260316.cmodel,proj_ffb3b53d,locationAbility,定位能力,locationAbility
20260316.cmodel,proj_ffb3b53d,navi,导航,locationAbility/navi
20260316.cmodel,proj_ffb3b53d,sensoryRecoAbi,感知识别,sensoryRecoAbi
20260316.cmodel,proj_ffb3b53d,codeRec,码识别,sensoryRecoAbi/codeRec
20260316.cmodel,proj_ffb3b53d,ranging,测距,sensoryRecoAbi/ranging
20260316.cmodel,proj_ffb3b53d,detectAbi,检测能力,sensoryRecoAbi/detectAbi
20260316.cmodel,proj_ffb3b53d,HCI,人机交互,HCI
20260316.cmodel,proj_ffb3b53d,led,灯光,HCI/led
20260316.cmodel,proj_ffb3b53d,button,按钮,HCI/button
20260316.cmodel,proj_ffb3b53d,safetyAbility,安全能力,safetyAbility
20260316.cmodel,proj_ffb3b53d,safetyIO,安全IO,safetyAbility/safetyIO
20260316.cmodel,proj_ffb3b53d,safetySensor,避障传感器,safetyAbility/safetySensor
20260316.cmodel,proj_ffb3b53d,safetyRound,避障范围,safetyAbility/safetyRound
20260316.cmodel,proj_ffb3b53d,distMeasureAbility,透传测距,distMeasureAbility
20260316.cmodel,proj_ffb3b53d,distSensor,测距,distMeasureAbility/distSensor
20260316.cmodel,proj_ffb3b53d,actorAbility,执行机构能力,actorAbility
20260316.cmodel,proj_ffb3b53d,actor,执行机构,actorAbility/actor
ModelSet_new_3_27.cmodel,proj_54fab3a2,locationAbility,定位能力,locationAbility
ModelSet_new_3_27.cmodel,proj_54fab3a2,navi,导航,locationAbility/navi
ModelSet_new_3_27.cmodel,proj_54fab3a2,HCI,人机交互,HCI
ModelSet_new_3_27.cmodel,proj_54fab3a2,led,灯光,HCI/led
ModelSet_new_3_27.cmodel,proj_54fab3a2,button,按钮,HCI/button
ModelSet_new_3_27.cmodel,proj_54fab3a2,safetyAbility,安全能力,safetyAbility
ModelSet_new_3_27.cmodel,proj_54fab3a2,safetyIO,安全IO,safetyAbility/safetyIO
ModelSet_new_3_27.cmodel,proj_54fab3a2,safetySensor,避障传感器,safetyAbility/safetySensor
ModelSet_new_3_27.cmodel,proj_54fab3a2,safetyRound,避障范围,safetyAbility/safetyRound
ModelSet_new_3_27.cmodel,proj_54fab3a2,distMeasureAbility,透传测距,distMeasureAbility
ModelSet_new_3_27.cmodel,proj_54fab3a2,distSensor,测距,distMeasureAbility/distSensor
ModelSet_new_3_27.cmodel,proj_54fab3a2,actorAbility,执行机构能力,actorAbility
ModelSet_new_3_27.cmodel,proj_54fab3a2,actor,执行机构,actorAbility/actor
0308新款307302440.cmodel,proj_a0067ce5,locationAbility,定位能力,locationAbility
0308新款307302440.cmodel,proj_a0067ce5,navi,导航,locationAbility/navi
0308新款307302440.cmodel,proj_a0067ce5,sensoryRecoAbi,感知识别,sensoryRecoAbi
0308新款307302440.cmodel,proj_a0067ce5,codeRec,码识别,sensoryRecoAbi/codeRec
0308新款307302440.cmodel,proj_a0067ce5,ranging,测距,sensoryRecoAbi/ranging
0308新款307302440.cmodel,proj_a0067ce5,detectAbi,检测能力,sensoryRecoAbi/detectAbi
0308新款307302440.cmodel,proj_a0067ce5,HCI,人机交互,HCI
0308新款307302440.cmodel,proj_a0067ce5,led,灯光,HCI/led
0308新款307302440.cmodel,proj_a0067ce5,button,按钮,HCI/button
0308新款307302440.cmodel,proj_a0067ce5,safetyAbility,安全能力,safetyAbility
0308新款307302440.cmodel,proj_a0067ce5,safetyIO,安全IO,safetyAbility/safetyIO
0308新款307302440.cmodel,proj_a0067ce5,safetySensor,避障传感器,safetyAbility/safetySensor
0308新款307302440.cmodel,proj_a0067ce5,safetyRound,避障范围,safetyAbility/safetyRound
0308新款307302440.cmodel,proj_a0067ce5,distMeasureAbility,透传测距,distMeasureAbility
0308新款307302440.cmodel,proj_a0067ce5,distSensor,测距,distMeasureAbility/distSensor
0308新款307302440.cmodel,proj_a0067ce5,actorAbility,执行机构能力,actorAbility
0308新款307302440.cmodel,proj_a0067ce5,actor,执行机构,actorAbility/actor
0309 第一款车模型ModelSet.cmodel,proj_0d1cc4d4,locationAbility,定位能力,locationAbility
0309 第一款车模型ModelSet.cmodel,proj_0d1cc4d4,navi,导航,locationAbility/navi
0309 第一款车模型ModelSet.cmodel,proj_0d1cc4d4,HCI,人机交互,HCI
0309 第一款车模型ModelSet.cmodel,proj_0d1cc4d4,led,灯光,HCI/led
0309 第一款车模型ModelSet.cmodel,proj_0d1cc4d4,button,按钮,HCI/button
0309 第一款车模型ModelSet.cmodel,proj_0d1cc4d4,safetyAbility,安全能力,safetyAbility
0309 第一款车模型ModelSet.cmodel,proj_0d1cc4d4,safetyIO,安全IO,safetyAbility/safetyIO
0309 第一款车模型ModelSet.cmodel,proj_0d1cc4d4,safetySensor,避障传感器,safetyAbility/safetySensor
0309 第一款车模型ModelSet.cmodel,proj_0d1cc4d4,safetyRound,避障范围,safetyAbility/safetyRound
0309 第一款车模型ModelSet.cmodel,proj_0d1cc4d4,distMeasureAbility,透传测距,distMeasureAbility
0309 第一款车模型ModelSet.cmodel,proj_0d1cc4d4,distSensor,测距,distMeasureAbility/distSensor
0309 第一款车模型ModelSet.cmodel,proj_0d1cc4d4,actorAbility,执行机构能力,actorAbility
0309 第一款车模型ModelSet.cmodel,proj_0d1cc4d4,actor,执行机构,actorAbility/actor
传感器校验中报错 ModelSet.cmodel,proj_16e32544,locationAbility,定位能力,locationAbility
传感器校验中报错 ModelSet.cmodel,proj_16e32544,navi,导航,locationAbility/navi
传感器校验中报错 ModelSet.cmodel,proj_16e32544,sensoryRecoAbi,感知识别,sensoryRecoAbi
传感器校验中报错 ModelSet.cmodel,proj_16e32544,codeRec,码识别,sensoryRecoAbi/codeRec
传感器校验中报错 ModelSet.cmodel,proj_16e32544,ranging,测距,sensoryRecoAbi/ranging
传感器校验中报错 ModelSet.cmodel,proj_16e32544,detectAbi,检测能力,sensoryRecoAbi/detectAbi
传感器校验中报错 ModelSet.cmodel,proj_16e32544,HCI,人机交互,HCI
传感器校验中报错 ModelSet.cmodel,proj_16e32544,led,灯光,HCI/led
传感器校验中报错 ModelSet.cmodel,proj_16e32544,button,按钮,HCI/button
传感器校验中报错 ModelSet.cmodel,proj_16e32544,safetyAbility,安全能力,safetyAbility
传感器校验中报错 ModelSet.cmodel,proj_16e32544,safetyIO,安全IO,safetyAbility/safetyIO
传感器校验中报错 ModelSet.cmodel,proj_16e32544,safetySensor,避障传感器,safetyAbility/safetySensor
传感器校验中报错 ModelSet.cmodel,proj_16e32544,safetyRound,避障范围,safetyAbility/safetyRound
传感器校验中报错 ModelSet.cmodel,proj_16e32544,distMeasureAbility,透传测距,distMeasureAbility
传感器校验中报错 ModelSet.cmodel,proj_16e32544,distSensor,测距,distMeasureAbility/distSensor
传感器校验中报错 ModelSet.cmodel,proj_16e32544,actorAbility,执行机构能力,actorAbility
传感器校验中报错 ModelSet.cmodel,proj_16e32544,actor,执行机构,actorAbility/actor
0311ModelSet.cmodel,proj_dd79992f,locationAbility,定位能力,locationAbility
0311ModelSet.cmodel,proj_dd79992f,navi,导航,locationAbility/navi
0311ModelSet.cmodel,proj_dd79992f,HCI,人机交互,HCI
0311ModelSet.cmodel,proj_dd79992f,led,灯光,HCI/led
0311ModelSet.cmodel,proj_dd79992f,button,按钮,HCI/button
