file,projectId,moduleName,moduleDesc,groupName,mainModuleType,mainModuleTypeDesc,subModuleType,subModuleTypeDesc,interfaceCount,mount_locCoordX,mount_locCoordY,mount_locCoordZ,mount_locCoordROLL,mount_locCoordPITCH,mount_locCoordYAW
proj_8397240b_packed.cmodel,proj_9a36064b,motor-left,步科电机,motor-left,driver,,PMSMMotor,,4,0.0,0.0,0.0,0.0,0.0,0.0
proj_8397240b_packed.cmodel,proj_9a36064b,motor-right,步科电机,motor-right,driver,,PMSMMotor,,4,0.0,0.0,0.0,0.0,0.0,0.0
proj_8397240b_packed.cmodel,proj_9a36064b,motor-lift,步科电机,motor-lift,driver,,PMSMMotor,,4,0.0,0.0,0.0,0.0,0.0,0.0
proj_8397240b_packed.cmodel,proj_9a36064b,button-emc,"%急停按钮线,Mizu2F转急停开关,70mm,红/黑",button-emc,button,,subButton,,2,700.0,500.0,50.0,0.0,0.0,0.0
proj_8397240b_packed.cmodel,proj_9a36064b,lamp,通用灯带,lamp,light,"",lamp,,3,0.0,0.0,0.0,0.0,0.0,0.0
proj_8397240b_packed.cmodel,proj_9a36064b,charger,,charger,sensor,"
",comDo,,1,0.0,0.0,0.0,0.0,0.0,0.0
proj_8397240b_packed.cmodel,proj_9a36064b,MainController,四代主控，Q3(Q7)款/R318+主控制器（四代，Q2款），R318，R112，无上下镜头，外置镜头接口，2路MainCAN，CAN不合并，无终端,G_MainController,mainCPU,,subMainCPU,,29,508.0,-181.0,100.0,0.0,0.0,90.0
proj_8397240b_packed.cmodel,proj_9a36064b,gyro,板载陀螺仪,G_MainController,sensor,"
",gyro,,0,0.0,0.0,0.0,0.0,0.0,0.0
proj_8397240b_packed.cmodel,proj_9a36064b,smart camera,通用读码器,smart camera,sensor,"
",codeReader,,1,0.0,40.0,145.0,0.0,0.0,180.0
proj_8397240b_packed.cmodel,proj_9a36064b,smart camera0,通用读码器,smart camera0,sensor,"
",codeReader,,1,0.0,-40.0,100.0,180.0,0.0,180.0
proj_8397240b_packed.cmodel,proj_9a36064b,laser-front,前激光,laser-front,sensor,"
",laser,,2,700.0,0.0,80.0,0.0,0.0,0.0
proj_8397240b_packed.cmodel,proj_9a36064b,IO module,,IO module,extendedlnterface,	,IOModule,,20,0.0,0.0,0.0,0.0,0.0,0.0
proj_8397240b_packed.cmodel,proj_9a36064b,up_sensor,"自制&接近传感器,SP12-04BNA,索迪龙，4mm",up_sensor,sensor,"
",proximitySensor,,2,0.0,0.0,0.0,0.0,0.0,0.0
proj_8397240b_packed.cmodel,proj_9a36064b,down_sensor,"自制&接近传感器,SP12-04BNA,索迪龙，4mm",down_sensor,sensor,"
",proximitySensor,,2,0.0,0.0,0.0,0.0,0.0,0.0
new_proj_khwcs9e_packed (2).cmodel,proj_941a22b8,chassis_diff,通用底盘,chassis_diff,chassis,底盘,steerChassis,舵轮底盘,0,0.0,0.0,0.0,0.0,0.0,0.0
new_proj_khwcs9e_packed (2).cmodel,proj_941a22b8,MCPU-RA-MC-R318BN,MCPU-RA-MC-R318BN,MCPU-RA-MC-R318BN,mainCPU,,mainCPU,,11,0.0,0.0,0.0,0.0,0.0,0.0
new_proj_khwcs9e_packed (2).cmodel,proj_941a22b8,IO-lnterface board,IO-lnterface board,IO-lnterface board,unknown,,unknown,,20,0.0,0.0,0.0,0.0,0.0,0.0
new_proj_khwcs9e_packed (2).cmodel,proj_941a22b8,LS-MR-LS-05H-N4017,LS-MR-LS-05H-N4017,LS-MR-LS-05H-N4017,sensor,,sensor,,2,0.0,0.0,0.0,0.0,0.0,0.0
new_proj_khwcs9e_packed (2).cmodel,proj_941a22b8,BAT-U-MR-LFP-480024-F1-C-Aa0,BAT-U-MR-LFP-480024-F1-C-Aa0,BAT-U-MR-LFP-480024-F1-C-Aa0,battery,,battery,,3,0.0,0.0,0.0,0.0,0.0,0.0
new_proj_khwcs9e_packed (2).cmodel,proj_941a22b8,button-Common,button-Common,button-Common,button,,button,,1,0.0,0.0,0.0,0.0,0.0,0.0
new_proj_khwcs9e_packed (2).cmodel,proj_941a22b8,driveWheel_1,driveWheel_1,driveWheel_1,driveWheel,,driveWheel,,0,0.0,400.0,0.0,0.0,0.0,0.0
new_proj_khwcs9e_packed (2).cmodel,proj_941a22b8,driver_1,driver_1,driver_1,driver,,driver,,0,0.0,0.0,0.0,0.0,0.0,0.0
new_proj_khwcs9e_packed (2).cmodel,proj_941a22b8,walkMotor_1,walkMotor_1,walkMotor_1,PMSMMotor,,PMSMMotor,,0,0.0,0.0,0.0,0.0,0.0,0.0
new_proj_khwcs9e_packed (2).cmodel,proj_941a22b8,driveWheel_2,driveWheel_2,driveWheel_2,driveWheel,,driveWheel,,0,0.0,-400.0,0.0,0.0,0.0,0.0
new_proj_khwcs9e_packed (2).cmodel,proj_941a22b8,driver_2,driver_2,driver_2,driver,,driver,,0,0.0,0.0,0.0,0.0,0.0,0.0
new_proj_khwcs9e_packed (2).cmodel,proj_941a22b8,walkMotor_2,walkMotor_2,walkMotor_2,PMSMMotor,,PMSMMotor,,0,0.0,0.0,0.0,0.0,0.0,0.0
proj_1234_packed (11).cmodel,proj_a5c9b4d5,12345,通用底盘,chassis_diff,chassis,,steerChassis,,0,0.0,0.0,0.0,0.0,0.0,0.0
proj_1234_packed (11).cmodel,proj_a5c9b4d5,driveWheel_1,通用卧式舵轮,driveWheel_1,driveWheel,,horizontalSteerWheel,,0,0.0,400.0,0.0,0.0,0.0,0.0
proj_1234_packed (11).cmodel,proj_a5c9b4d5,driver_1,通用电机,driver_1,driver,,PMSMMotor,,0,0.0,0.0,0.0,0.0,0.0,0.0
proj_1234_packed (11).cmodel,proj_a5c9b4d5,walkMotor_1,通用电机,walkMotor_1,driver,,PMSMMotor,,0,0.0,0.0,0.0,0.0,0.0,0.0
proj_1234_packed (11).cmodel,proj_a5c9b4d5,driveWheel_2,通用卧式舵轮,driveWheel_2,driveWheel,,horizontalSteerWheel,,0,0.0,-400.0,0.0,0.0,0.0,0.0
proj_1234_packed (11).cmodel,proj_a5c9b4d5,driver_2,通用电机,driver_2,driver,,PMSMMotor,,0,0.0,0.0,0.0,0.0,0.0,0.0
proj_1234_packed (11).cmodel,proj_a5c9b4d5,walkMotor_2,通用电机,walkMotor_2,driver,,PMSMMotor,,0,0.0,0.0,0.0,0.0,0.0,0.0
proj_1234_packed (11).cmodel,proj_a5c9b4d5,MCPU-RA-MC-R318BN,四代主控，Q3(Q7)款/R318+主控制器（四代，Q2款），R318，R112，无上下镜头，外置镜头接口，2路MainCAN，CAN不合并，无终端,MCPU-RA-MC-R318BN,mainCPU,,subMainCPU,,11,0.0,0.0,0.0,0.0,0.0,0.0
proj_1234_packed (11).cmodel,proj_a5c9b4d5,IO-lnterface board,,IO-lnterface board,extendedlnterface,	,IOModule,,20,0.0,0.0,0.0,0.0,0.0,0.0
proj_1234_packed (11).cmodel,proj_a5c9b4d5,LS-MR-LS-05H-N4017,"激光雷达,MR-LS-05H-N4017,16m@10%,270°",LS-MR-LS-05H-N4017,sensor,,laser,,2,0.0,0.0,0.0,0.0,0.0,0.0
proj_1234_packed (11).cmodel,proj_a5c9b4d5,BAT-U-MR-LFP-480024-F1-C-Aa0,U-BAT-LFP-480024-F1-Aa-C0,BAT-U-MR-LFP-480024-F1-C-Aa0,battery,,subBattery,,3,0.0,0.0,0.0,0.0,0.0,0.0
proj_1234_packed (11).cmodel,proj_a5c9b4d5,button-Common,通用按钮,button-Common,button,,subButton,,1,0.0,0.0,0.0,0.0,0.0,0.0
proj_32164c60_packed.cmodel,proj_a5e40608,Imported_AMR,通用差速底盘,chassis_diff,chassis,,diffChassis,,0,0.0,0.0,0.0,0.0,0.0,0.0
proj_32164c60_packed.cmodel,proj_a5e40608,diffWheel-lft,通用差速轮,diffWheel-lft,driveWheel,,diffWheel,,0,0.0,450.0,0.0,0.0,0.0,0.0
proj_32164c60_packed.cmodel,proj_a5e40608,diffWheel-right,通用差速轮,diffWheel-right,driveWheel,,diffWheel,,0,0.0,-450.0,0.0,0.0,0.0,0.0
proj_32164c60_packed.cmodel,proj_a5e40608,driver-left,步科,driver-left,driver,,subDriver,,16,0.0,0.0,0.0,0.0,0.0,0.0
proj_32164c60_packed.cmodel,proj_a5e40608,driver-right,步科,driver-right,driver,,subDriver,,16,0.0,0.0,0.0,0.0,0.0,0.0
proj_32164c60_packed.cmodel,proj_a5e40608,driver-lift,步科,driver-lift,driver,,subDriver,,16,0.0,0.0,0.0,0.0,0.0,0.0
proj_32164c60_packed.cmodel,proj_a5e40608,motor-left,步科电机,motor-left,driver,,PMSMMotor,,4,0.0,0.0,0.0,0.0,0.0,0.0
proj_32164c60_packed.cmodel,proj_a5e40608,motor-right,步科电机,motor-right,driver,,PMSMMotor,,4,0.0,0.0,0.0,0.0,0.0,0.0
proj_32164c60_packed.cmodel,proj_a5e40608,motor-lift,步科电机,motor-lift,driver,,PMSMMotor,,4,0.0,0.0,0.0,0.0,0.0,0.0
proj_32164c60_packed.cmodel,proj_a5e40608,button-emc,"%急停按钮线,Mizu2F转急停开关,70mm,红/黑",button-emc,button,,subButton,,2,700.0,500.0,50.0,0.0,0.0,0.0
proj_32164c60_packed.cmodel,proj_a5e40608,lamp,通用灯带,lamp,light,"",lamp,,3,0.0,0.0,0.0,0.0,0.0,0.0
proj_32164c60_packed.cmodel,proj_a5e40608,charger,,charger,sensor,"
",comDo,,1,0.0,0.0,0.0,0.0,0.0,0.0
proj_32164c60_packed.cmodel,proj_a5e40608,MainController,四代主控，Q3(Q7)款/R318+主控制器（四代，Q2款），R318，R112，无上下镜头，外置镜头接口，2路MainCAN，CAN不合并，无终端,G_MainController,mainCPU,,subMainCPU,,29,508.0,-181.0,100.0,0.0,0.0,90.0
proj_32164c60_packed.cmodel,proj_a5e40608,gyro,板载陀螺仪,G_MainController,sensor,"
",gyro,,0,0.0,0.0,0.0,0.0,0.0,0.0
proj_32164c60_packed.cmodel,proj_a5e40608,smart camera,通用读码器,smart camera,sensor,"
",codeReader,,1,0.0,40.0,145.0,0.0,0.0,180.0
proj_32164c60_packed.cmodel,proj_a5e40608,smart camera0,通用读码器,smart camera0,sensor,"
",codeReader,,1,0.0,-40.0,100.0,180.0,0.0,180.0
proj_32164c60_packed.cmodel,proj_a5e40608,laser-front,前激光,laser-front,sensor,"
",laser,,2,700.0,0.0,80.0,0.0,0.0,0.0
proj_32164c60_packed.cmodel,proj_a5e40608,IO module,,IO module,extendedlnterface,	,IOModule,,20,0.0,0.0,0.0,0.0,0.0,0.0
proj_32164c60_packed.cmodel,proj_a5e40608,up_sensor,"自制&接近传感器,SP12-04BNA,索迪龙，4mm",up_sensor,sensor,"
",proximitySensor,,2,0.0,0.0,0.0,0.0,0.0,0.0
proj_32164c60_packed.cmodel,proj_a5e40608,down_sensor,"自制&接近传感器,SP12-04BNA,索迪龙，4mm",down_sensor,sensor,"
",proximitySensor,,2,0.0,0.0,0.0,0.0,0.0,0.0
new_proj_khwcs9e_packed (11).cmodel,proj_0875db20,chassis_diff,通用底盘,chassis_diff,chassis,底盘,steerChassis,舵轮底盘,0,0.0,0.0,0.0,0.0,0.0,0.0
new_proj_khwcs9e_packed (11).cmodel,proj_0875db20,MCPU-RA-MC-R318BN,MCPU-RA-MC-R318BN,MCPU-RA-MC-R318BN,mainCPU,核心主控,mainCPU,核心主控,11,0.0,0.0,0.0,0.0,0.0,0.0
new_proj_khwcs9e_packed (11).cmodel,proj_0875db20,IO-lnterface board,IO-lnterface board,IO-lnterface board,extendedlnterface,接口扩展模块,extendedlnterface,接口扩展模块,20,0.0,0.0,0.0,0.0,0.0,0.0
new_proj_khwcs9e_packed (11).cmodel,proj_0875db20,LS-MR-LS-05H-N4017,LS-MR-LS-05H-N4017,LS-MR-LS-05H-N4017,sensor,感知传感器,sensor,感知传感器,2,0.0,0.0,0.0,0.0,0.0,0.0
new_proj_khwcs9e_packed (11).cmodel,proj_0875db20,BAT-U-MR-LFP-480024-F1-C-Aa0,BAT-U-MR-LFP-480024-F1-C-Aa0,BAT-U-MR-LFP-480024-F1-C-Aa0,battery,能量电池,battery,能量电池,3,0.0,0.0,0.0,0.0,0.0,0.0
new_proj_khwcs9e_packed (11).cmodel,proj_0875db20,button-Common,button-Common,button-Common,button,交互按钮,button,交互按钮,1,0.0,0.0,0.0,0.0,0.0,0.0
new_proj_khwcs9e_packed (11).cmodel,proj_0875db20,driveWheel_1,driveWheel_1,driveWheel_1,driveWheel,驱动轮,driveWheel,驱动轮,0,0.0,400.0,0.0,0.0,0.0,0.0
new_proj_khwcs9e_packed (11).cmodel,proj_0875db20,driver_1,driver_1,driver_1,driver,驱动器,driver,驱动器,0,0.0,0.0,0.0,0.0,0.0,0.0
new_proj_khwcs9e_packed (11).cmodel,proj_0875db20,walkMotor_1,walkMotor_1,walkMotor_1,PMSMMotor,永磁同步电机,PMSMMotor,永磁同步电机,0,0.0,0.0,0.0,0.0,0.0,0.0
new_proj_khwcs9e_packed (11).cmodel,proj_0875db20,driveWheel_2,driveWheel_2,driveWheel_2,driveWheel,驱动轮,driveWheel,驱动轮,0,0.0,-400.0,0.0,0.0,0.0,0.0
new_proj_khwcs9e_packed (11).cmodel,proj_0875db20,driver_2,driver_2,driver_2,driver,驱动器,driver,驱动器,0,0.0,0.0,0.0,0.0,0.0,0.0
new_proj_khwcs9e_packed (11).cmodel,proj_0875db20,walkMotor_2,walkMotor_2,walkMotor_2,PMSMMotor,永磁同步电机,PMSMMotor,永磁同步电机,0,0.0,0.0,0.0,0.0,0.0,0.0
proj_12345_packed (6).cmodel,proj_a3108c8c,chassis_diff,通用底盘,chassis_diff,chassis,底盘,steerChassis,舵轮底盘,0,0.0,0.0,0.0,0.0,0.0,0.0
proj_12345_packed (6).cmodel,proj_a3108c8c,MCPU-RA-MC-R318BN,,MCPU-RA-MC-R318BN,mainCPU,,mainCPU,,11,0.0,0.0,0.0,0.0,0.0,0.0
proj_12345_packed (6).cmodel,proj_a3108c8c,IO-lnterface board,,IO-lnterface board,,,unknown,,20,0.0,0.0,0.0,0.0,0.0,0.0
proj_12345_packed (6).cmodel,proj_a3108c8c,LS-MR-LS-05H-N4017,,LS-MR-LS-05H-N4017,sensor,,sensor,,2,0.0,0.0,0.0,0.0,0.0,0.0
proj_12345_packed (6).cmodel,proj_a3108c8c,BAT-U-MR-LFP-480024-F1-C-Aa0,,BAT-U-MR-LFP-480024-F1-C-Aa0,battery,,battery,,3,0.0,0.0,0.0,0.0,0.0,0.0
proj_12345_packed (6).cmodel,proj_a3108c8c,button-Common,,button-Common,button,,button,,1,0.0,0.0,0.0,0.0,0.0,0.0
proj_12345_packed (6).cmodel,proj_a3108c8c,driveWheel_1,,driveWheel_1,driveWheel,,horizontalSteerWheel,,0,0.0,400.0,0.0,0.0,0.0,0.0
proj_12345_packed (6).cmodel,proj_a3108c8c,driver_1,,driver_1,driver,,driver,,0,0.0,0.0,0.0,0.0,0.0,0.0
proj_12345_packed (6).cmodel,proj_a3108c8c,walkMotor_1,,walkMotor_1,driver,,driver,,0,0.0,0.0,0.0,0.0,0.0,0.0
proj_12345_packed (6).cmodel,proj_a3108c8c,driveWheel_2,,driveWheel_2,driveWheel,,horizontalSteerWheel,,0,0.0,-400.0,0.0,0.0,0.0,0.0
proj_12345_packed (6).cmodel,proj_a3108c8c,driver_2,,driver_2,driver,,driver,,0,0.0,0.0,0.0,0.0,0.0,0.0
proj_12345_packed (6).cmodel,proj_a3108c8c,walkMotor_2,,walkMotor_2,driver,,driver,,0,0.0,0.0,0.0,0.0,0.0,0.0
AOBO.cmodel555.cmodel,proj_2b4abde3,chassis_steer,双舵轮底盘,chassis_steer,chassis,,steerChassis,,0,,,,,,
AOBO.cmodel555.cmodel,proj_2b4abde3,driver_BR_left,步科,driver_BR_left,driver,,subDriver,,14,0.0,0.0,0.0,0.0,0.0,0.0
AOBO.cmodel555.cmodel,proj_2b4abde3,driver_BR_right,步科,driver_BR_right,driver,,subDriver,,14,0.0,0.0,0.0,0.0,0.0,0.0
AOBO.cmodel555.cmodel,proj_2b4abde3,driver_FL_right,步科,driver_FL_right,driver,,subDriver,,14,0.0,0.0,0.0,0.0,0.0,0.0
AOBO.cmodel555.cmodel,proj_2b4abde3,driver_FL_left,步科,driver_FL_left,driver,,subDriver,,14,0.0,0.0,0.0,0.0,0.0,0.0
AOBO.cmodel555.cmodel,proj_2b4abde3,Steerwheel_BR,轮子,Steerwheel_BR,driveWheel,,diffSteerWheel,,0,545.0,640.0,0.0,0.0,0.0,0.0
AOBO.cmodel555.cmodel,proj_2b4abde3,Steerwheel_FL,轮子,Steerwheel_FL,driveWheel,,diffSteerWheel,,0,-545.0,-640.0,0.0,0.0,0.0,0.0
AOBO.cmodel555.cmodel,proj_2b4abde3,MainController,四代主控，Q3(Q7)款/R318+主控制器（四代，Q2款），R318，R112，无上下镜头，外置镜头接口，2路MainCAN，CAN不合并，无终端,G_MainController,mainCPU,,subMainCPU,,29,0.0,-215.0,100.0,0.0,0.0,90.0
AOBO.cmodel555.cmodel,proj_2b4abde3,gyro,板载陀螺仪,G_MainController,sensor,"
",gyro,,0,0.0,0.0,0.0,0.0,0.0,0.0
AOBO.cmodel555.cmodel,proj_2b4abde3,IO module,,IO module,extendedlnterface,	,IOModule,,20,0.0,0.0,0.0,0.0,0.0,0.0
AOBO.cmodel555.cmodel,proj_2b4abde3,IO module0,,IO module0,extendedlnterface,	,IOModule,,20,0.0,0.0,0.0,0.0,0.0,0.0
AOBO.cmodel555.cmodel,proj_2b4abde3,laser,通用激光,laser,sensor,"
",laser,,1,389.6800000000003,-596.55,1946.5,0.0,0.0,0.0
AOBO.cmodel555.cmodel,proj_2b4abde3,FL_Encoder,绝对式编码器,FL_Encoder,sensor,"
",absoluteValueEncode,	,1,0.0,0.0,0.0,0.0,0.0,0.0
AOBO.cmodel555.cmodel,proj_2b4abde3,BR_Encoder,绝对式编码器,BR_Encoder,sensor,"
",absoluteValueEncode,	,1,0.0,0.0,0.0,0.0,0.0,0.0
AOBO.cmodel555.cmodel,proj_2b4abde3,smart camera,,smart camera,sensor,"
",codeReader,,1,0.0,0.0,0.0,0.0,0.0,180.0
AOBO.cmodel555.cmodel,proj_2b4abde3,up_limit,"自制&接近传感器,SP12-04BNA,索迪龙，4mm",up_limit,sensor,"
",proximitySensor,,2,0.0,0.0,0.0,0.0,0.0,0.0
AOBO.cmodel555.cmodel,proj_2b4abde3,down_limit,"自制&接近传感器,SP12-04BNA,索迪龙，4mm",down_limit,sensor,"
",proximitySensor,,2,0.0,0.0,0.0,0.0,0.0,0.0
AOBO.cmodel555.cmodel,proj_2b4abde3,CB_Back,"自制&接近传感器,SP12-04BNA,索迪龙，4mm",CB_Back,sensor,"
",proximitySensor,,2,0.0,0.0,0.0,0.0,0.0,0.0
AOBO.cmodel555.cmodel,proj_2b4abde3,CB_Front,"自制&接近传感器,SP12-04BNA,索迪龙，4mm",CB_Front,sensor,"
",proximitySensor,,2,0.0,0.0,0.0,0.0,0.0,0.0
AOBO.cmodel555.cmodel,proj_2b4abde3,CB_Back_in_pace,"自制&接近传感器,SP12-04BNA,索迪龙，4mm",CB_Back_in_pace,sensor,"
",proximitySensor,,2,0.0,0.0,0.0,0.0,0.0,0.0
AOBO.cmodel555.cmodel,proj_2b4abde3,CB_Front_in_pace,"自制&接近传感器,SP12-04BNA,索迪龙，4mm",CB_Front_in_pace,sensor,"
",proximitySensor,,2,0.0,0.0,0.0,0.0,0.0,0.0
AOBO.cmodel555.cmodel,proj_2b4abde3,DoorFrame_origin,"自制&接近传感器,SP12-04BNA,索迪龙，4mm",DoorFrame_origin,sensor,"
",proximitySensor,,2,0.0,0.0,0.0,0.0,0.0,0.0
AOBO.cmodel555.cmodel,proj_2b4abde3,DoorFrame_limit,"自制&接近传感器,SP12-04BNA,索迪龙，4mm",DoorFrame_limit,sensor,"
",proximitySensor,,2,0.0,0.0,0.0,0.0,0.0,0.0
AOBO.cmodel555.cmodel,proj_2b4abde3,lamp,通用灯带,lamp,light,"",lamp,,3,0.0,0.0,0.0,0.0,0.0,0.0
AOBO.cmodel555.cmodel,proj_2b4abde3,screen,MTO70E,screen,screen,,subScreen,,2,0.0,0.0,0.0,0.0,0.0,0.0
AOBO.cmodel555.cmodel,proj_2b4abde3,driver_DoorFrame,步科,driver_DoorFrame,driver,,subDriver,,14,0.0,0.0,0.0,0.0,0.0,0.0
AOBO.cmodel555.cmodel,proj_2b4abde3,motor_DoorFrame,舵轮,motor_DoorFrame,driver,,PMSMMotor,,4,0.0,0.0,0.0,0.0,0.0,0.0
AOBO.cmodel555.cmodel,proj_2b4abde3,DoorFrame_Encoder,通用拉线编码器,DoorFrame_Encoder,sensor,"
",pullWireEncode,,1,0.0,0.0,0.0,0.0,0.0,0.0
AOBO.cmodel555.cmodel,proj_2b4abde3,UpDown_Encoder,通用拉线编码器,UpDown_Encoder,sensor,"
",pullWireEncode,,1,0.0,0.0,0.0,0.0,0.0,0.0
AOBO.cmodel555.cmodel,proj_2b4abde3,laser_350,DJ,laser_350,sensor,"
",3DLaser,,1,0.0,100.0,100.0,0.0,0.0,0.0
AOBO.cmodel555.cmodel,proj_2b4abde3,motor_BR_left,步科电机,motor_BR_left,driver,,PMSMMotor,,4,0.0,0.0,0.0,0.0,0.0,0.0
AOBO.cmodel555.cmodel,proj_2b4abde3,motor_BR_right,步科电机,motor_BR_right,driver,,PMSMMotor,,4,0.0,0.0,0.0,0.0,0.0,0.0
AOBO.cmodel555.cmodel,proj_2b4abde3,motor_FL_left,步科电机,motor_FL_left,driver,,PMSMMotor,,4,0.0,0.0,0.0,0.0,0.0,0.0
AOBO.cmodel555.cmodel,proj_2b4abde3,motor_FL_right,舵轮,motor_FL_right,driver,,PMSMMotor,,4,0.0,0.0,0.0,0.0,0.0,0.0
AOBO.cmodel555.cmodel,proj_2b4abde3,battery,通用电池,battery,battery,,subBattery,,3,0.0,0.0,0.0,0.0,0.0,0.0
AOBO.cmodel555.cmodel,proj_2b4abde3,button,通用按钮,button,button,,subButton,,1,0.0,0.0,0.0,0.0,0.0,0.0
AOBO.cmodel555.cmodel,proj_2b4abde3,incEncoder,,incEncoder,sensor,"
",incrementalEncode,"
",1,0.0,0.0,0.0,0.0,0.0,0.0
AOBO.cmodel555.cmodel,proj_2b4abde3,BR_left_limit,"自制&接近传感器,SP12-04BNA,索迪龙，4mm",BR_left_limit,sensor,"
",proximitySensor,,2,0.0,0.0,0.0,0.0,0.0,0.0
AOBO.cmodel555.cmodel,proj_2b4abde3,BR_right_limit,"自制&接近传感器,SP12-04BNA,索迪龙，4mm",BR_right_limit,sensor,"
",proximitySensor,,2,0.0,0.0,0.0,0.0,0.0,0.0
AOBO.cmodel555.cmodel,proj_2b4abde3,comDo,,comDo,sensor,"
",comDo,,1,0.0,0.0,0.0,0.0,0.0,0.0
AOBO.cmodel555.cmodel,proj_2b4abde3,Oil_pump_up,,Oil_pump_up,sensor,"
",comDo,,1,0.0,0.0,0.0,0.0,0.0,0.0
AOBO.cmodel555.cmodel,proj_2b4abde3,Oil_pump_down,,Oil_pump_down,sensor,"
",comDo,,1,0.0,0.0,0.0,0.0,0.0,0.0
AOBO.cmodel555.cmodel,proj_2b4abde3,Charging_relay,,Charging_relay,sensor,"
",comDo,,1,0.0,0.0,0.0,0.0,0.0,0.0
AOBO.cmodel555.cmodel,proj_2b4abde3,Oil_main_switch,,Oil_main_switch,sensor,"
",comDo,,1,0.0,0.0,0.0,0.0,0.0,0.0
proj_4bd913ce_packed.cmodel,proj_e6b5b393,Imported_AMR,通用差速底盘,chassis_diff,chassis,,diffChassis,,0,0.0,0.0,0.0,0.0,0.0,0.0
proj_4bd913ce_packed.cmodel,proj_e6b5b393,diffWheel-lft,通用差速轮,diffWheel-lft,driveWheel,,diffWheel,,0,0.0,450.0,0.0,0.0,0.0,0.0
proj_4bd913ce_packed.cmodel,proj_e6b5b393,diffWheel-right,通用差速轮,diffWheel-right,driveWheel,,diffWheel,,0,0.0,-450.0,0.0,0.0,0.0,0.0
proj_4bd913ce_packed.cmodel,proj_e6b5b393,driver-left,步科,driver-left,driver,,subDriver,,16,0.0,0.0,0.0,0.0,0.0,0.0
proj_4bd913ce_packed.cmodel,proj_e6b5b393,driver-right,步科,driver-right,driver,,subDriver,,16,0.0,0.0,0.0,0.0,0.0,0.0
proj_4bd913ce_packed.cmodel,proj_e6b5b393,driver-lift,步科,driver-lift,driver,,subDriver,,16,0.0,0.0,0.0,0.0,0.0,0.0
proj_4bd913ce_packed.cmodel,proj_e6b5b393,motor-left,步科电机,motor-left,driver,,PMSMMotor,,4,0.0,0.0,0.0,0.0,0.0,0.0
proj_4bd913ce_packed.cmodel,proj_e6b5b393,motor-right,步科电机,motor-right,driver,,PMSMMotor,,4,0.0,0.0,0.0,0.0,0.0,0.0
proj_4bd913ce_packed.cmodel,proj_e6b5b393,motor-lift,步科电机,motor-lift,driver,,PMSMMotor,,4,0.0,0.0,0.0,0.0,0.0,0.0
proj_4bd913ce_packed.cmodel,proj_e6b5b393,button-emc,"%急停按钮线,Mizu2F转急停开关,70mm,红/黑",button-emc,button,,subButton,,2,700.0,500.0,50.0,0.0,0.0,0.0
proj_4bd913ce_packed.cmodel,proj_e6b5b393,lamp,通用灯带,lamp,light,"",lamp,,3,0.0,0.0,0.0,0.0,0.0,0.0
proj_4bd913ce_packed.cmodel,proj_e6b5b393,charger,,charger,sensor,"
",comDo,,1,0.0,0.0,0.0,0.0,0.0,0.0
proj_4bd913ce_packed.cmodel,proj_e6b5b393,MainController,四代主控，Q3(Q7)款/R318+主控制器（四代，Q2款），R318，R112，无上下镜头，外置镜头接口，2路MainCAN，CAN不合并，无终端,G_MainController,mainCPU,,subMainCPU,,29,508.0,-181.0,100.0,0.0,0.0,90.0
proj_4bd913ce_packed.cmodel,proj_e6b5b393,gyro,板载陀螺仪,G_MainController,sensor,"
",gyro,,0,0.0,0.0,0.0,0.0,0.0,0.0
proj_4bd913ce_packed.cmodel,proj_e6b5b393,smart camera,通用读码器,smart camera,sensor,"
",codeReader,,1,0.0,40.0,145.0,0.0,0.0,180.0
proj_4bd913ce_packed.cmodel,proj_e6b5b393,smart camera0,通用读码器,smart camera0,sensor,"
",codeReader,,1,0.0,-40.0,100.0,180.0,0.0,180.0
proj_4bd913ce_packed.cmodel,proj_e6b5b393,laser-front,前激光,laser-front,sensor,"
",laser,,2,700.0,0.0,80.0,0.0,0.0,0.0
proj_4bd913ce_packed.cmodel,proj_e6b5b393,IO module,,IO module,extendedlnterface,	,IOModule,,20,0.0,0.0,0.0,0.0,0.0,0.0
proj_4bd913ce_packed.cmodel,proj_e6b5b393,up_sensor,"自制&接近传感器,SP12-04BNA,索迪龙，4mm",up_sensor,sensor,"
",proximitySensor,,2,0.0,0.0,0.0,0.0,0.0,0.0
proj_4bd913ce_packed.cmodel,proj_e6b5b393,down_sensor,"自制&接近传感器,SP12-04BNA,索迪龙，4mm",down_sensor,sensor,"
",proximitySensor,,2,0.0,0.0,0.0,0.0,0.0,0.0
new_proj_khwcs9e_packed.cmodel,proj_5c66833b,chassis_diff,通用底盘,chassis_diff,chassis,底盘,steerChassis,舵轮底盘,0,,,,,,
new_proj_khwcs9e_packed.cmodel,proj_5c66833b,MCPU-RA-MC-R318BN,MCPU-RA-MC-R318BN,MCPU-RA-MC-R318BN,mainCPU,,mainCPU,,11,,,,,,
new_proj_khwcs9e_packed.cmodel,proj_5c66833b,IO-lnterface board,IO-lnterface board,IO-lnterface board,unknown,,unknown,,20,,,,,,
new_proj_khwcs9e_packed.cmodel,proj_5c66833b,LS-MR-LS-05H-N4017,LS-MR-LS-05H-N4017,LS-MR-LS-05H-N4017,sensor,,sensor,,2,,,,,,
